Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
1,Hotspot,Hotspot,PiStar,xxxxxxxB,xxxxxxxG,433.111,OFF,0.000000,DV,OFF,88.5Hz,YES,Approximate,41.818333,12.715000,+1:0017,X1 FM Valle d'Aosta,Courmayeur (AO),R0,R0,,145.600000,DUP-,0.600000,FM,74.4,TONE,74.4Hz,YES,Approximate,45.770833,6.958333,--:--
15,6 FM Abruzzo,Colle SanGiacomo (AQ),R3,R3,,145.675000,DUP-,0.600000,FM,97.4,TONE,97.4Hz,YES,Approximate,42.354167,13.458333,--:--
15,6 FM Abruzzo,Santo Stefano - Torricella (TE),R3,R3,,145.675000,DUP-,0.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,42.645833,13.625000,--:--
15,6 FM Abruzzo,M.Maiella (PE),R4,R4,,145.700000,DUP-,0.600000,FM,1750,OFF,88.5Hz,YES,Approximate,42.145833,14.125000,--:--
15,6 FM Abruzzo,Roccaraso (AQ),R4a,R4a,,145.712500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,41.854167,14.041667,--:--
15,6 FM Abruzzo,Colle Badette-Tortoreto (TE),R5,R5,,145.725000,DUP-,0.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,42.812500,13.875000,--:--
15,6 FM Abruzzo,Prati di Tivo (TE),R6,R6,,145.750000,DUP-,0.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,42.479167,13.541667,--:--
15,6 FM Abruzzo,San Benedetto in Perillis (AQ),R6a,R6a,,145.762500,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,42.187500,13.791667,--:--
15,6 FM Abruzzo,Liscia (CH),R6a,R6a,,145.762500,DUP-,0.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,41.937500,14.541667,--:--
15,6 FM Abruzzo,Citta' S.Angelo (PE),R7a,R7a,,145.787500,DUP-,0.600000,FM,1750,OFF,88.5Hz,YES,Approximate,42.520833,14.041667,--:--
15,6 FM Abruzzo,M.Le Serre (AQ),RU1,RU1,,430.025000,DUP+,1.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,42.395833,13.708333,--:--
15,6 FM Abruzzo,M.Piselli (TE),RU1,RU1,,430.025000,DUP+,1.600000,FM,85,4,TONE,85.4Hz,YES,Approximate,42.770833,13.541667,--:--
15,6 FM Abruzzo,M.Ocre - Campo Felice (AQ),RU5,RU5,,430.125000,DUP+,1.600000,FM,97.4,TONE,97.4Hz,YES,Approximate,42.312500,13.375000,--:--
15,6 FM Abruzzo,M.Freddo (AQ),RU7,RU7,,430.175000,DUP+,1.600000,FM,97.4,TONE,97.4Hz,YES,Approximate,42.145833,13.458333,--:--
15,6 FM Abruzzo,M.Maiella (PE),RU8,RU8,,430.200000,DUP+,1.600000,FM,1750,OFF,88.5Hz,YES,Approximate,42.145833,14.125000,--:--
15,6 FM Abruzzo,M.Luco di Roio (AQ),RU15,RU15,,430.375000,DUP+,1.600000,FM,97.4,TONE,97.4Hz,YES,Approximate,42.354167,13.375000,--:--
18,6 FM Marche,M.Nerone (PU),RU30,RU30,,431.575000,DUP+,4.000000,FM,,OFF,88.5Hz,YES,Approximate,43.562500,12.541667,--:--
20,8 FM Molise,S.Angelo Limosano (CB),R3a,R3a,,145.687500,DUP-,0.600000,FM,103.5 ,TONE,103.5Hz,YES,Approximate,41.687500,14.625000,--:--
20,8 FM Molise,M.Patalecchia (IS),R6,R6,,145.750000,DUP-,0.600000,FM,103.5 ,TONE,103.5Hz,YES,Approximate,41.562500,14.375000,--:--
20,8 FM Molise,Rionero Sannitico (IS),RU6,RU6,,430.150000,DUP+,5.000000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.395833,14.125000,--:--
20,8 FM Molise,Guglionesi (CB),RU6a,RU6a,,430.162500,DUP+,1.600000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.937500,14.875000,--:--
20,8 FM Molise,Rionero Sannitico (IS),RU7,RU7,,430.175000,DUP+,1.600000,FM, ,OFF,88.5Hz,YES,Approximate,41.729167,14.125000,--:--
8,7 FM Puglia,Mola di Bari (BA),R0,R0,,145.600000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,41.062500,17.125000,--:--
8,7 FM Puglia,Cassano Murge (BA),R0a,R0a,,145.612500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,40.895833,16.791667,--:--
8,7 FM Puglia,Sava,R0a,R0a,,145.612500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,40.395833,17.541667,--:--
8,7 FM Puglia,Molfetta -Zona ASI (BA),R1,R1,,145.625000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,41.229167,16.541667,--:--
8,7 FM Puglia,Montesardo (LE),R1,R1,,145.625000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,39.854167,18.375000,--:--
8,7 FM Puglia,Martinafranca (TA),R1a,R1a,,145.637500,DUP-,0.600000,FM,82.5,TONE,82.5Hz,YES,Approximate,40.687500,17.375000,--:--
8,7 FM Puglia,Statte (TA),R2,R2,,145.650000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,40.562500,17.208333,--:--
8,7 FM Puglia,Minervino Murge (BA),R2a,R2a,,145.662500,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,41.104167,16.041667,--:--
8,7 FM Puglia,Taranto,R3,R3,,145.675000,DUP-,0.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,40.479167,17.291667,--:--
8,7 FM Puglia,Bari ,R4a,R4a,,145.712500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,41.104167,16.875000,--:--
8,7 FM Puglia,Selva di Fasano (BR),R5,R5,,145.725000,DUP-,0.600000,FM,82.5,TONE,82.5Hz,YES,Approximate,40.854167,17.375000,--:--
8,7 FM Puglia,Castellaneta (TA),R5,R5,,145.725000,DUP-,0.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,40.604167,16.875000,--:--
8,7 FM Puglia,Minervino Murge (BT),R5a,R5a,,145.737500,DUP-,0.600000,FM,82.5,TONE,82.5Hz,YES,Approximate,41.104167,16.125000,--:--
8,7 FM Puglia,Mottola (TA),R6a,R6a,,145.762500,DUP-,0.600000,FM,123.0,TONE,123.0Hz,YES,Approximate,40.645833,17.041667,--:--
8,7 FM Puglia,M.Nero (FG),R7,R7,,145.775000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,41.729167,15.708333,--:--
8,7 FM Puglia,Lecce,R7a,R7a,,145.787500,DUP-,0.600000,FM,82,5,TONE,82.5Hz,YES,Approximate,40.312500,18.125000,--:--
8,7 FM Puglia,Lecce,R7a,R7a,,145.787500,DUP-,0.600000,FM,82.5,TONE,82.5Hz,YES,Approximate,40.312500,18.125000,--:--
16,8 FM Campania,Napoli,RU1,RU1,,430.025000,DUP+,1.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,40.854167,14.208333,--:--
8,7 FM Puglia,Bari ,RU2,RU2,,430.050000,DUP+,5.000000,FM,100.0,TONE,100.0Hz,YES,Approximate,41.104167,16.875000,--:--
8,7 FM Puglia,Mottola (TA),RU3,RU3,,430.075000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,40.687500,17.125000,--:--
8,7 FM Puglia,Minervino Murge (BT),RU5,RU5,,430.125000,DUP+,1.600000,FM,82.5,TONE,82.5Hz,YES,Approximate,41.104167,16.125000,--:--
8,7 FM Puglia,Cassano Murge (BA),RU6,RU6,,430.150000,DUP+,1.600000,FM, ,OFF,88.5Hz,YES,Approximate,40.895833,16.791667,--:--
8,7 FM Puglia,Mola di Bari (BA),RU7,RU7,,430.175000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,41.062500,17.125000,--:--
8,7 FM Puglia,Monte Sant'Angelo (FG),RU7,RU7,,430.175000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,41.854167,15.958333,--:--
8,7 FM Puglia,Ginosa (TA),RU8,RU8,,430.200000,DUP+,5.000000,FM,82.5,TONE,82.5Hz,YES,Approximate,40.562500,16.791667,--:--
8,7 FM Puglia,M.S.Angelo (FG),RU9,RU9,,430.225000,DUP+,1.600000,FM,100.0,TONE,100.0Hz,YES,Approximate,41.687500,15.958333,--:--
8,7 FM Puglia,Giovinazzo (BA),RU9a ,RU9a ,,430.237500,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,41.187500,16.625000,--:--
8,7 FM Puglia,Rutigliano (BA),RU10,RU10,,430.250000,DUP+,1.600000,FM,82.5,TONE,82.5Hz,YES,Approximate,41.020833,17.041667,--:--
8,7 FM Puglia,Bari,RU14,RU14,,430.350000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,41.020833,16.958333,--:--
16,8 FM Campania,M.Vesuvio (NA),RV-1a,RV-1a,,145.587500,DUP-,0.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,40.812500,14.375000,--:--
16,8 FM Campania,Santa Marina (SA),RV-1a,RV-1a,,145.587500,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,40.104167,15.541667,--:--
16,8 FM Campania,Ischia (NA),R0,R0,,145.600000,DUP-,0.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,40.729167,13.875000,--:--
16,8 FM Campania,Pozzuoli (NA),R1,R1,,145.625000,DUP-,0.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,40.854167,14.125000,--:--
16,8 FM Campania,Pietraroja (BN),R1a,R1a,,145.637500,DUP-,0.600000,FM,118.8,TONE,118.8Hz,YES,Approximate,41.354167,14.541667,--:--
16,8 FM Campania,M.Stella Cilento (SA),R1a,R1a,,145.637500,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,40.229167,15.041667,--:--
16,8 FM Campania,Ischia (NA),R2,R2,,145.650000,DUP-,0.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,40.729167,13.958333,--:--
16,8 FM Campania,Roccamonfina (CE),R3,R3,,145.675000,DUP-,0.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,41.270833,13.958333,--:--
16,8 FM Campania,Caserta,R4,R4,,145.700000,DUP-,0.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,41.104167,14.375000,--:--
16,8 FM Campania,Sala Consilina (SA),R4,R4,,145.700000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,40.395833,15.625000,--:--
16,8 FM Campania,Chiusano San Domenico (AV),R5,R5,,145.725000,DUP-,0.600000,FM,118.8,TONE,118.8Hz,YES,Approximate,40.937500,14.958333,--:--
16,8 FM Campania,San Marco ai Monti (BN),R5a,R5a,,145.737500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,41.062500,14.791667,--:--
16,8 FM Campania,M.Vesole (SA),R5a,R5a,,145.737500,DUP-,0.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,40.395833,15.125000,--:--
16,8 FM Campania,M.Pizzone (AV),R6,R6,,145.750000,DUP-,0.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,40.895833,14.708333,--:--
16,8 FM Campania,Portici (NA),R6a,R6a,,145.762500,DUP-,0.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,40.812500,14.375000,--:--
16,8 FM Campania,M.Tubenna (SA),R6a,R6a,,145.762500,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,40.729167,14.875000,--:--
16,8 FM Campania,m. S. Liberatore - Cava deTirreni,R7,R7,,145.775000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,40.687500,14.708333,--:--
16,8 FM Campania,Capua (CE),RU1,RU1,,430.025000,DUP+,5.000000,FM,71.9,TONE,71.9Hz,YES,Approximate,41.104167,14.208333,--:--
16,8 FM Campania,M.S.Angelo (SA),RU3,RU3,,430.075000,DUP+,1.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,40.729167,14.625000,--:--
16,8 FM Campania,M. S. Liberatore - Cava deTirreni,RU7,RU7,,430.175000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,40.687500,14.708333,--:--
16,8 FM Campania,Sessa Aurunca (CE),RU9,RU9,,430.225000,DUP+,5.000000,FM,103.5,TONE,103.5Hz,YES,Approximate,41.229167,13.958333,--:--
16,8 FM Campania,Roccamonfina (CE),RU11a,RU11a,,430.287500,DUP+,1.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,41.312500,13.958333,--:--
16,8 FM Campania,M.Vergine (AV),RU12,RU12,,430.300000,DUP+,1.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,40.937500,14.708333,--:--
16,8 FM Campania,M.S.Angelo (SA),RU15,RU15,,430.375000,DUP+,1.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,40.729167,14.625000,--:--
16,8 FM Campania,M.Somma (NA),RU15a,RU15a,,430.387500,DUP+,5.000000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,40.854167,14.458333,--:--
16,8 FM Campania,M.Taburno (BN),RU18a,RU18a,,431.287500,DUP+,1.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,41.104167,14.625000,--:--
16,8 FM Campania,Pozzuoli (NA),RU22,RU22,,431.375000,DUP+,1.600000,FM,71.9,TONE,71.9Hz,YES,Approximate,40.854167,14.125000,--:--
16,8 FM Campania,Pozzuoli (NA),RU25a,RU25a,,431.462500,DUP+,1.600000,FM,71.9 ,TONE,71.9Hz,YES,Approximate,40.812500,14.125000,--:--
19,7/8 FM Basilicata,M.Pierfaone (PZ),R0,R0,,145.600000,DUP-,0.600000,FM,110.9 ,TONE,110.9Hz,YES,Approximate,40.520833,15.791667,--:--
19,7/8 FM Basilicata,M.Pierfaone (PZ),RU3a,RU3a,,430.087500,DUP+,1.600000,FM,110.9,TONE,110.9Hz,YES,Approximate,40.520833,15.791667,--:--
19,7/8 FM Basilicata,Banzi (PZ),RU,RU,,430.500000,DUP+,5.000000,FM,110,9,TONE,110.9Hz,YES,Approximate,40.895833,16.041667,--:--
13,8 FM Calabria,Barrittieri di Seminara (RC),RV,RV,,145.300000,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.312500,15.875000,--:--
13,8 FM Calabria,Pietrapennata (RC),T,T,,145.462500,OFF,0.000000,FM,77.0,TONE,77.0Hz,YES,Approximate,38.979167,14.041667,--:--
13,8 FM Calabria,San Lorenzo Superiore (RC),RV,RV,,145.562500,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.020833,15.791667,--:--
13,8 FM Calabria,San Lorenzo di Reggio Calabria,RV,RV,,145.562500,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.020833,15.875000,--:--
13,8 FM Calabria,M.Bucolia (CZ),RV-1a,RV-1a,,145.587500,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.979167,16.291667,--:--
13,8 FM Calabria,Monte San Demetrio (RC),RV-1a,RV-1a,,145.587500,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.062500,15.708333,--:--
13,8 FM Calabria,M.Poro (CZ),R0a,R0a,,145.612500,DUP-,0.600000,FM,107,2,TONE,107.2Hz,YES,Approximate,38.604167,15.875000,--:--
13,8 FM Calabria,Montechiarello (RC),R1,R1,,145.625000,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.145833,15.708333,--:--
13,8 FM Calabria,Galatro (RC),R1a,R1a,,145.637500,DUP-,0.600000,FM,141.8,TONE,141.8Hz,YES,Approximate,38.437500,16.125000,--:--
13,8 FM Calabria,Catanzaro,R2,R2,,145.650000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,38.895833,16.625000,--:--
13,8 FM Calabria,Mancino (RC),R2,R2,,145.650000,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.354167,16.375000,--:--
13,8 FM Calabria,Villa San Giovanni (RC),R3a,R3a,,145.687500,DUP-,0.600000,FM,79.7,TONE,79.7Hz,YES,Approximate,38.229167,15.625000,--:--
13,8 FM Calabria,Joppolo - M.Poro (VV),R3a,R3a,,145.687500,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.604167,15.875000,--:--
13,8 FM Calabria,Gasperina (CZ),R4,R4,,145.700000,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.729167,16.541667,--:--
13,8 FM Calabria,M.Botte Donato (CS),R4a,R4a,,145.712500,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,39.270833,16.458333,--:--
13,8 FM Calabria,Lappano (CS),R5,R5,,145.725000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,39.312500,16.291667,--:--
13,8 FM Calabria,San Vito Serralta (CZ),R5,R5,,145.725000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,38.770833,16.375000,--:--
13,8 FM Calabria,Polistena (RC),R5a,R5a,,145.737500,DUP-,0.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.395833,16.041667,--:--
13,8 FM Calabria,M.Cozzo Cervello (CS),R7,R7,,145.775000,DUP-,0.600000,FM, ,OFF,88.5Hz,YES,Approximate,39.395833,16.125000,--:--
13,8 FM Calabria,S.Stefano d'Aspromonte (RC),RU1,RU1,,430.025000,DUP+,1.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.145833,15.875000,--:--
13,8 FM Calabria,M.S.Andrea (RC),RU2,RU2,,430.050000,DUP+,1.600000,FM, ,OFF,88.5Hz,YES,Approximate,38.937500,16.458333,--:--
13,8 FM Calabria,San Giovanni in Fiore (CS),RU3,RU3,,430.075000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,39.270833,16.708333,--:--
13,8 FM Calabria,Catanzaro,RU4,RU4,,430.100000,DUP+,5.000000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.979167,16.291667,--:--
13,8 FM Calabria,Campicello (RC),RU5a,RU5a,,430.137500,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.020833,15.708333,--:--
13,8 FM Calabria,Serra Crista - Acri (CS),RU6,RU6,,430.150000,DUP+,1.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,39.479167,16.375000,--:--
13,8 FM Calabria,Monte Scuro (CS),RU7,RU7,,430.175000,DUP+,1.600000,FM, ,OFF,88.5Hz,YES,Approximate,39.312500,16.375000,--:--
13,8 FM Calabria,Pietrapennata (RC),RU9,RU9,,430.225000,DUP+,1.600000,FM, ,OFF,88.5Hz,YES,Approximate,38.979167,14.041667,--:--
13,8 FM Calabria,Reggio Calabria,RU11,RU11,,430.275000,DUP+,1.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.187500,15.625000,--:--
13,8 FM Calabria,Villa San Giovanni (RC),RU13,RU13,,430.325000,DUP+,1.600000,FM,79.7,TONE,79.7Hz,YES,Approximate,38.229167,15.625000,--:--
13,8 FM Calabria,Filandari (VV),RU,RU,,430.500000,DUP+,5.000000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.979167,16.291667,--:--
13,8 FM Calabria,San Lorenzo Superiore (RC),RU24,RU24,,431.437500,DUP+,1.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.020833,15.791667,--:--
13,8 FM Calabria,San Lorenzo di Reggio Calabria,RU24a,RU24a,,431.437500,DUP+,1.600000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.020833,15.875000,--:--
13,8 FM Calabria,Barrittieri di Seminara (RC),T,T,,432.100000,OFF,0.000000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.312500,15.875000,--:--
13,8 FM Calabria,Pellaro (RC),T,T,,435.012500,OFF,0.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.020833,14.291667,--:--
14,T9 FM Sicilia,Colle Tirone -Avola,T,T,,145.212500,OFF,0.000000,FM,123.0,TONE,123.0Hz,YES,Approximate,36.895833,15.125000,--:--
14,T9 FM Sicilia,Nizza di Sicilia (ME),T,T,,145.412500,OFF,0.000000,FM,107.2,TONE,107.2Hz,YES,Approximate,38.020833,15.375000,--:--
14,T9 FM Sicilia,Roccafiorita (ME),T,T,,145.437500,OFF,0.000000,FM,77.0,TONE,77.0Hz,YES,Approximate,38.937500,15.291667,--:--
14,T9 FM Sicilia,Giarre CT),RV,RV,,145.475000,DUP-,0.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,37.729167,15.125000,--:--
14,T9 FM Sicilia,Portella (ME),RV,RV,,145.500000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.854167,14.708333,--:--
14,T9 FM Sicilia,Salemi (TP),RV-1,RV-1,,145.575000,DUP-,0.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,36.812500,14.791667,--:--
14,T9 FM Sicilia,Ribera (AG),R0,R0,,145.600000,DUP-,0.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,37.520833,13.291667,--:--
14,T9 FM Sicilia,Ragusa,R0,R0,,145.600000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.020833,14.708333,--:--
14,T9 FM Sicilia,Venetico (ME),R0a,R0a,,145.612500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.229167,15.375000,--:--
14,T9 FM Sicilia,Pantelleria,R0a,R0a,,145.612500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,36.770833,12.041667,--:--
14,T9 FM Sicilia,C. Umberto (ME),R1,R1,,145.625000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,38.104167,14.791667,--:--
14,T9 FM Sicilia,Cefalu' (PA),R1,R1,,145.625000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.979167,14.041667,--:--
14,T9 FM Sicilia,M.Meli - Siculiana (AG),R1a,R1a,,145.637500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.354167,13.458333,--:--
14,T9 FM Sicilia,Tipoldo (ME),R1a,R1a,,145.637500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.145833,15.458333,--:--
14,T9 FM Sicilia,Murfi -Buseto Palizzolo,R1a,R1a,,145.637500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.020833,14.541667,--:--
14,T9 FM Sicilia,Caltanisetta,R2,R2,,145.650000,DUP-,0.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,37.479167,14.041667,--:--
14,T9 FM Sicilia,M.Kalfa - Roccafiorita,R2,R2,,145.650000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.937500,15.291667,--:--
14,T9 FM Sicilia,M.S.Angelo - Lipari (MS),R2,R2,,145.650000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.479167,14.958333,--:--
14,T9 FM Sicilia,Partanna (TP),R2,R2,,145.650000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.729167,12.875000,--:--
14,T9 FM Sicilia,Messina ,R2a,R2a,,145.662500,DUP-,0.600000,FM,67.0,TONE,67.0Hz,YES,Approximate,38.229167,15.541667,--:--
14,T9 FM Sicilia,M.Rotondo (ME),R3,R3,,145.675000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,38.104167,14.791667,--:--
14,T9 FM Sicilia,Gioiosa Marea (ME),R3,R3,,145.675000,DUP-,0.600000,FM,88.5,OFF,88.5Hz,YES,Approximate,38.187500,14.875000,--:--
14,T9 FM Sicilia,Plemmirio (SR),R3,R3,,145.675000,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,37.020833,15.291667,--:--
14,T9 FM Sicilia,Niscemi (CL),R3a,R3a,,145.687500,DUP-,0.600000,FM,,OFF,88.5Hz,YES,Approximate,37.145833,14.375000,--:--
14,T9 FM Sicilia,Linguaglossa (CT),R3a,R3a,,145.687500,DUP-,0.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,37.812500,15.125000,--:--
14,T9 FM Sicilia,M.Pecoraro - Cinisi (PA),R3a,R3a,,145.687500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.145833,13.125000,--:--
14,T9 FM Sicilia,Palermo,R4,R4,,145.700000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.104167,13.291667,--:--
14,T9 FM Sicilia,M. Pellegrino (PA),R4,R4,,145.700000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.145833,13.375000,--:--
14,T9 FM Sicilia,Santo Stefano Quisquina (AG),R4a,R4a,,145.712500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.604167,13.541667,--:--
14,T9 FM Sicilia,M.Etna (CT),R5,R5,,145.725000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.770833,15.041667,--:--
14,T9 FM Sicilia,Partanna (TP),R5,R5,,145.725000,DUP-,0.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,37.729167,12.875000,--:--
14,T9 FM Sicilia,Castellanmare del Golfo (TP),R5a,R5a,,145.737500,DUP-,0.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,38.020833,12.875000,--:--
14,T9 FM Sicilia,Pizzo Chiarino (ME),R6,R6,,145.750000,DUP-,0.600000,FM, 94.8,TONE,94.8Hz,YES,Approximate,38.187500,15.458333,--:--
14,T9 FM Sicilia,Ispica (RG),R6a,R6a,,145.762500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,36.770833,14.875000,--:--
14,T9 FM Sicilia,M.Erice (TP),R7,R7,,145.775000,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.020833,12.625000,--:--
14,T9 FM Sicilia,M.Pellegrino (PA),R7a,R7a,,145.787500,DUP-,0.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.145833,13.375000,--:--
14,T9 FM Sicilia,M.Arcibessi  Chiaramonte Gulfi (RG),R7a,R7a,,145.787500,DUP-,0.600000,FM,110.9,TONE,110.9Hz,YES,Approximate,37.020833,14.708333,--:--
14,T9 FM Sicilia,Caltabellotta (TP),R7a,R7a,,145.787500,DUP-,0.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,37.604167,13.208333,--:--
14,T9 FM Sicilia,Caltagirone (CT),RU1,RU1,,430.025000,DUP+,1.600000,FM,127.3,TONE,127.3Hz,YES,Approximate,37.229167,14.541667,--:--
14,T9 FM Sicilia,Marina di Ragusa (RG),RU1,RU1,,430.025000,DUP+,5.000000,FM,94.8,TONE,94.8Hz,YES,Approximate,36.770833,14.541667,--:--
14,T9 FM Sicilia,Catania,RU2,RU2,,430.050000,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.520833,15.125000,--:--
14,T9 FM Sicilia,S.Margherita di Belice (AG),RU3,RU3,,430.075000,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,37.687500,13.041667,--:--
14,T9 FM Sicilia,Belvedere di Siracusa (SR),RU3,RU3,,430.075000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,37.104167,15.208333,--:--
14,T9 FM Sicilia,Pizzo Chiarino (ME),RU4,RU4,,430.100000,DUP+,1.600000,FM,94.8,TONE,94.8Hz,YES,Approximate,38.187500,15.458333,--:--
14,T9 FM Sicilia,Vita (TP),RU4,RU4,,430.100000,DUP+,1.600000,FM,,OFF,88.5Hz,YES,Approximate,37.854167,12.791667,--:--
